symbol	ensg	cell_type	baseMean	log2FoldChange	pvalue	padj
SYNRG	ENSG00000275066	Poly	4412.2	1	3.626e-7	4.466e-6
KPTN	ENSG00000118162	Poly	464.1	-1.2	2.467e-7	4.621e-6
NFKBIZ	ENSG00000144802	Poly	2476.6	-1.9	4.771e-7	4.621e-6
CEP70	ENSG00000114107	Poly	659	1.2	3.844e-7	4.662e-6
ATXN7	ENSG00000163635	Poly	2447.5	1.1	3.765e-7	4.683e-6
TRMT12	ENSG00000183665	Poly	439	1	2.862e-7	4.778e-6
ATF3	ENSG00000162772	Poly	2076.3	-2.5	4.969e-7	4.791e-6
MRRF	ENSG00000148187	Poly	1127.5	1	3.8650000000000003e-07	4.793e-6
KIAA0825	ENSG00000185261	Poly	42.5	2.5	1.472e-7	4.795e-6
VPS26A	ENSG00000122958	Poly	7223.4	1.2	4.021e-7	4.907e-6
TRAF4	ENSG00000076604	Poly	732.5	-1.6	4.05e-7	4.932e-6
MCM3AP-AS1	ENSG00000215424	Poly	322.2	1.7	2.688e-7	4.932e-6
CCNA2	ENSG00000145386	Poly	10068	-1.2	4.139e-7	5.035e-6
AMPD3	ENSG00000133805	Poly	1267	2.1	4.243e-7	5.157e-6
PFDN1	ENSG00000113068	Poly	1662.3	0.8	4.218e-7	5.194e-6
TMEM131L	ENSG00000121210	Poly	6536.1	1.1	4.334e-7	5.252e-6
CADM3	ENSG00000162706	Poly	67.9	-4.9	1.544e-7	5.252e-6
PNMT	ENSG00000141744	Poly	198.4	-5.7	2.866e-7	5.284e-6
OPLAH	ENSG00000178814	Poly	145.9	-3.1	2.902e-7	5.284e-6
SLC6A6	ENSG00000131389	Poly	887.3	2.9	4.4710000000000003e-07	5.336e-6
CLTCL1	ENSG00000070371	Poly	81.7	-3.2	1.914e-7	5.353e-6
IER2	ENSG00000160888	Poly	4526.7	-1.4	4.435e-7	5.353e-6
CDC42	ENSG00000070831	Poly	15371.4	0.8	4.45e-7	5.36e-6
SCRN2	ENSG00000141295	Poly	656.5	1.9	4.523e-7	5.377e-6
PFDN6	ENSG00000204220	Poly	1704.4	1	4.526e-7	5.441e-6
SPRYD7	ENSG00000123178	Poly	447.2	1.9	3.05e-7	5.514e-6
NSUN2	ENSG00000037474	Poly	2524.6	0.7	4.611e-7	5.533e-6
TMEM248	ENSG00000106609	Poly	3976.2	0.6	3.748e-7	5.611e-6
HBZ	ENSG00000130656	Poly	488	-3.4	3.125e-7	5.634e-6
HBP1	ENSG00000105856	Poly	19478.9	1.2	4.834e-7	5.783e-6
CHST11	ENSG00000171310	Poly	9233.1	1.6	4.955e-7	5.783e-6
ZNF229	ENSG00000278318	Poly	166.3	-1.5	3.554e-7	5.783e-6
UBBP1	ENSG00000230037	Poly	79.6	2.8	2.09e-7	5.783e-6
RPL15	ENSG00000174748	Poly	53020.3	-0.9	4.862e-7	5.793e-6
FTH1P3	ENSG00000213453	Poly	200.9	2.4	3.2e-7	5.805e-6
CA13	ENSG00000185015	Poly	26.2	-3.2	1.397e-7	5.824e-6
MANF	ENSG00000145050	Poly	1220.2	-1.8	4.909e-7	5.833e-6
UBE2E3	ENSG00000170035	Poly	2727.7	0.7	4.945e-7	5.869e-6
HEPACAM2	ENSG00000188175	Poly	538.1	2.7	3.2590000000000003e-07	5.89e-6
ERVMER61-1	ENSG00000230426	Poly	169.2	2.3	3.722e-7	6.009e-6
DGKD	ENSG00000077044	Poly	768.6	-1.2	5.2e-7	6.079e-6
MPHOSPH10	ENSG00000124383	Poly	1484.8	1	5.23e-7	6.183e-6
ATRIP	ENSG00000164053	Poly	698.6	-0.8	5.363e-7	6.335e-6
OGFRP1	ENSG00000182057	Poly	44.1	1.7	2.321e-7	6.353e-6
TK1	ENSG00000167900	Poly	5828.3	-1.5	5.311e-7	6.441e-6
MLXIPL	ENSG00000009950	Poly	15.3	-5	1.956e-7	6.471e-6
LAMTOR1	ENSG00000149357	Poly	6205.5	1.2	5.5e-7	6.471e-6
ODF2L	ENSG00000122417	Poly	394.1	1.6	4.467e-7	6.504e-6
FTH1P16	ENSG00000227376	Poly	417.3	1.9	3.831e-7	6.506e-6
MTMR2	ENSG00000087053	Poly	1589.8	-0.9	5.564e-7	6.527e-6
PGM2	ENSG00000169299	Poly	1363.8	1.4	5.518e-7	6.559e-6
ZNF343	ENSG00000088876	Poly	354.2	0.9	3.736e-7	6.587e-6
ENTPD5	ENSG00000187097	Poly	2414.5	0.8	5.701e-7	6.669e-6
DNAJB13	ENSG00000187726	Poly	48.3	-2.2	2.149e-7	6.699e-6
NLK	ENSG00000087095	Poly	1533.2	1.1	5.831e-7	6.809e-6
GRINA	ENSG00000178719	Poly	6059.9	1.4	5.758e-7	6.909e-6
CHD4	ENSG00000111642	Poly	12534.8	-0.9	6.204e-7	7.062e-6
SPECC1	ENSG00000128487	Poly	9524.1	1	6.072e-7	7.062e-6
RPL13A	ENSG00000142541	Poly	91985.4	-1	6.067e-7	7.062e-6
CARD6	ENSG00000132357	Poly	736.6	2.2	6.151e-7	7.148e-6
MFSD14A	ENSG00000156875	Poly	4664.5	0.8	5.992e-7	7.15e-6
TRHDE-AS1	ENSG00000236333	Poly	149.1	7.2	4.045e-7	7.15e-6
TBC1D32	ENSG00000146350	Poly	196.9	1.9	4.102e-7	7.155e-6
LYN	ENSG00000254087	Poly	2629.5	-2	6.227e-7	7.208e-6
TUBB2B	ENSG00000137285	Poly	160.4	9.1	4.579e-7	7.215e-6
LINC00339	ENSG00000218510	Poly	399.3	-1.4	4.616e-7	7.268e-6
PLCE1	ENSG00000138193	Poly	82.6	2	2.388e-7	7.34e-6
SIRT3	ENSG00000142082	Poly	872.5	-1.8	6.361e-7	7.34e-6
RBM4	ENSG00000173933	Poly	3744.7	0.7	6.371e-7	7.34e-6
EDEM1	ENSG00000134109	Poly	2647.8	-1.6	8.143e-7	7.382e-6
ARL5A	ENSG00000162980	Poly	2264.2	-1.2	6.362e-7	7.42e-6
CCS	ENSG00000173992	Poly	5497	1.6	6.483e-7	7.447e-6
AC093323.1	ENSG00000170846	Poly	647.4	1	6.585e-7	7.465e-6
NEK4	ENSG00000114904	Poly	995.3	0.9	6.512e-7	7.467e-6
SLC39A13	ENSG00000165915	Poly	288.3	-1.6	4.868e-7	7.6e-6
GALNT14	ENSG00000158089	Poly	217.3	-6.5	4.411e-7	7.6e-6
CISH	ENSG00000114737	Poly	4491.7	-1.9	6.671e-7	7.628e-6
RNF20	ENSG00000155827	Poly	1974.1	1	6.682e-7	7.633e-6
PACSIN2	ENSG00000100266	Poly	6395.7	-0.8	6.691e-7	7.636e-6
TEP1	ENSG00000129566	Poly	402.9	1.7	4.657e-7	7.678e-6
EXOSC7	ENSG00000075914	Poly	1055.3	0.9	6.837e-7	7.693e-6
IL18	ENSG00000150782	Poly	512.2	2.2	4.985e-7	7.731e-6
FBXW8	ENSG00000174989	Poly	400	1.9	4.4710000000000003e-07	7.747e-6
PRMT5	ENSG00000100462	Poly	3066.3	1	5.637e-7	7.998e-6
CDC42BPA	ENSG00000143776	Poly	4898.7	-1	7.093e-7	8.05e-6
C14orf119	ENSG00000179933	Poly	3217.9	1.1	7.006e-7	8.171e-6
ABI2	ENSG00000138443	Poly	2166.4	-0.9	7.135e-7	8.196e-6
GSEC	ENSG00000280832	Poly	135.2	-2.1	3.239e-7	8.243e-6
RPP38	ENSG00000152464	Poly	566.2	0.8	5.917e-7	8.278e-6
AC092692.1	ENSG00000279349	Poly	17	2.8	2.09e-7	8.278e-6
TTC3	ENSG00000182670	Poly	4104.1	1	7.134e-7	8.282e-6
SKIL	ENSG00000136603	Poly	889.4	-2	7.43e-7	8.377e-6
AC083873.1	ENSG00000237821	Poly	86.8	2.2	2.6530000000000003e-07	8.385e-6
TBCD	ENSG00000141556	Poly	3733.1	-0.9	7.504e-7	8.445e-6
THOC5	ENSG00000100296	Poly	1893.8	-0.8	9.736e-7	8.622e-6
DNAJB9	ENSG00000128590	Poly	2174.2	1	7.689e-7	8.637e-6
ZNFX1	ENSG00000124201	Poly	11757.2	1.6	7.746e-7	8.694e-6
AC138969.1	ENSG00000183889	Poly	7327	-1.9	7.758e-7	8.699e-6
RRAD	ENSG00000166592	Poly	377.3	4.4	6.299e-7	8.74e-6
B4GALT4	ENSG00000121578	Poly	381.9	1.4	5.209e-7	8.761e-6
C19orf54	ENSG00000188493	Poly	751.8	-1.3	7.84e-7	8.761e-6
ARRDC1	ENSG00000197070	Poly	543.1	-1.8	6.323e-7	8.761e-6
LTBP2	ENSG00000119681	Poly	107.9	2.4	3.498e-7	9.057e-6
PMM1	ENSG00000100417	Poly	1260.3	-1.2	8.13e-7	9.065e-6
RFX7	ENSG00000181827	Poly	2992.7	0.8	6.547e-7	9.108e-6
COX8A	ENSG00000176340	Poly	2867.9	-1.2	8.201e-7	9.128e-6
GINS4	ENSG00000147536	Poly	970.2	-1.1	8.256e-7	9.18e-6
EIF4EP2	ENSG00000229944	Poly	219.3	2.3	5.72e-7	9.189e-6
TANK	ENSG00000136560	Poly	3521.8	1.2	8.3e-7	9.213e-6
NAT14	ENSG00000090971	Poly	518.3	-1.4	5.611e-7	9.368e-6
STOML2	ENSG00000165283	Poly	5086.6	0.8	8.482e-7	9.397e-6
KIFC2	ENSG00000167702	Poly	225.8	2.5	5.618e-7	9.478e-6
ZNF609	ENSG00000180357	Poly	3780.8	-1.5	8.597e-7	9.508e-6
KIF1B	ENSG00000054523	Poly	736.8	-1.4	8.747e-7	9.546e-6
IKZF4	ENSG00000123411	Poly	516.4	-1.4	6.449e-7	9.702e-6
TRMT1L	ENSG00000121486	Poly	2515.2	1.2	1.119e-6	9.723e-6
RPL8	ENSG00000161016	Poly	57032.2	-0.9	9.094e-7	9.79e-6
CNST	ENSG00000162852	Poly	1337.2	0.9	8.945e-7	9.847e-6
AC092745.2	ENSG00000256552	Poly	12	-4.9	3.15e-7	9.896e-6
PAIP2	ENSG00000120727	Poly	7584	0.9	9.01e-7	9.901e-6
RCN1	ENSG00000049449	Poly	1403.6	-1.7	9.082e-7	9.962e-6
RCN1	ENSG00000049449	Poly	1403.6	-1.7	9.082e-7	9.962e-6
C16orf70	ENSG00000125149	Poly	746.3	0.8	9.128e-7	1.015e-5
RPL7P9	ENSG00000137970	Poly	684.7	1.8	9.159e-7	1.017e-5
HEATR1	ENSG00000119285	Poly	3707.9	-1.1	9.1e-7	1.024e-5
KIF5A	ENSG00000155980	Poly	803.5	-2.6	9.427e-7	1.045e-5
AC108516.2	ENSG00000255723	Poly	167.5	3.2	6.306e-7	1.05e-5
CHAF1A	ENSG00000167670	Poly	3720.5	-0.9	7.792e-7	1.062e-5
TAOK3	ENSG00000135090	Poly	5733.4	1	9.597e-7	1.076e-5
PHLPP1	ENSG00000081913	Poly	1063.8	-1	9.771e-7	1.079e-5
KDM5B	ENSG00000117139	Poly	8247	0.9	9.928e-7	1.08e-5
ANO1	ENSG00000131620	Poly	25.4	-7.7	3.481e-7	1.081e-5
NUDT16	ENSG00000198585	Poly	933.7	1	9.999e-7	1.086e-5
TMEM126B	ENSG00000171204	Poly	1182.2	0.8	1.022e-6	1.095e-5
ADA	ENSG00000196839	Poly	1126.6	3	1.032e-6	1.105e-5
DPH7	ENSG00000148399	Poly	796.2	-1.2	1.038e-6	1.124e-5
USP53	ENSG00000145390	Poly	521.8	1.3	6.843e-7	1.129e-5
ZNF77	ENSG00000175691	Poly	93.3	-2.8	3.758e-7	1.14e-5
ATF5	ENSG00000169136	Poly	8101.7	-2.7	1.063e-6	1.149e-5
BBS12	ENSG00000181004	Poly	623.4	1.4	1.07e-6	1.155e-5
AP000867.4	ENSG00000284625	Poly	18.3	-4.4	4.133e-7	1.189e-5
MFSD1	ENSG00000118855	Poly	3074.7	1	8.883e-7	1.195e-5
DALRD3	ENSG00000178149	Poly	798.8	-1.2	1.115e-6	1.201e-5
AC007381.1	ENSG00000228590	Poly	45.6	2.2	3.999e-7	1.207e-5
CRIPT	ENSG00000119878	Poly	1827.5	1.4	1.125e-6	1.209e-5
AHR	ENSG00000106546	Poly	584.1	1.5	1.141e-6	1.21e-5
ALDH16A1	ENSG00000161618	Poly	1371.6	-1.7	1.13e-6	1.212e-5
MTA2	ENSG00000149480	Poly	5855.5	-0.7	1.136e-6	1.217e-5
MAST1	ENSG00000105613	Poly	122.9	-1.8	4.945e-7	1.228e-5
NACA2	ENSG00000253506	Poly	60.9	2.1	5.107e-7	1.229e-5
TPTEP1	ENSG00000100181	Poly	388.8	-1.5	7.646e-7	1.23e-5
JAZF1	ENSG00000153814	Poly	9977.6	2	1.181e-6	1.232e-5
NSUN5	ENSG00000130305	Poly	925.3	-1.2	1.19e-6	1.27e-5
C1RL	ENSG00000139178	Poly	331.8	-1.5	9.634e-7	1.272e-5
RPL18A	ENSG00000105640	Poly	42039.8	-1.2	1.197e-6	1.275e-5
SMARCC2	ENSG00000139613	Poly	6429.1	-0.8	1.201e-6	1.278e-5
RIOX2	ENSG00000170854	Poly	620.1	4.3	1.204e-6	1.28e-5
MAT2B	ENSG00000038274	Poly	16936	1.3	1.189e-6	1.3e-5
TTPAL	ENSG00000124120	Poly	4566.4	1.2	1.25e-6	1.327e-5
CCDC186	ENSG00000165813	Poly	2872.9	1.4	1.265e-6	1.342e-5
DYRK3	ENSG00000143479	Poly	14277.9	1.5	1.273e-6	1.349e-5
RAC1	ENSG00000136238	Poly	8013.3	-0.6	1.305e-6	1.382e-5
CDV3	ENSG00000091527	Poly	13130.2	0.8	1.321e-6	1.395e-5
BECN1	ENSG00000126581	Poly	3202	0.9	1.319e-6	1.395e-5
ABRAXAS1	ENSG00000163322	Poly	1124.4	-1.3	1.321e-6	1.395e-5
PTBP1	ENSG00000011304	Poly	13535.1	-0.7	1.294e-6	1.405e-5
MCM3AP	ENSG00000160294	Poly	7732.4	1	1.336e-6	1.409e-5
MGAT4B	ENSG00000161013	Poly	5439.5	1.1	1.081e-6	1.422e-5
KLHL21	ENSG00000162413	Poly	26386.6	1.5	1.358e-6	1.429e-5
CYB5R3	ENSG00000100243	Poly	6371.2	0.9	1.412e-6	1.45e-5
SLC1A4	ENSG00000115902	Poly	1728.1	-1.5	1.766e-6	1.462e-5
SLC25A38	ENSG00000144659	Poly	4471.6	1	1.116e-6	1.463e-5
AKAP13	ENSG00000170776	Poly	2481.5	1.9	1.403e-6	1.471e-5
TOMM6	ENSG00000214736	Poly	4109	1.1	1.414e-6	1.481e-5
RNF168	ENSG00000163961	Poly	1079	-1.3	1.397e-6	1.483e-5
TTC33	ENSG00000113638	Poly	947.6	1.3	1.446e-6	1.494e-5
LAPTM4A	ENSG00000068697	Poly	4476.4	1.1	1.43e-6	1.494e-5
FGD3	ENSG00000127084	Poly	422	-2.8	9.48e-7	1.509e-5
KDM6B	ENSG00000132510	Poly	5731.8	-1.7	1.447e-6	1.509e-5
CYSLTR2	ENSG00000152207	Poly	226.9	3.3	9.617e-7	1.509e-5
ANXA5	ENSG00000164111	Poly	2000.1	-2.5	1.451e-6	1.509e-5
IFRD2	ENSG00000214706	Poly	5822.8	1	1.411e-6	1.509e-5
AC100801.1	ENSG00000253154	Poly	29.4	4.3	6.256e-7	1.509e-5
TMEM169	ENSG00000163449	Poly	16.4	-6.4	5.101e-7	1.514e-5
GRB10	ENSG00000106070	Poly	7033.8	-1.3	1.499e-6	1.52e-5
P2RX4	ENSG00000135124	Poly	317.3	-1.2	1.014e-6	1.52e-5
BGLT3	ENSG00000260629	Poly	803.5	-3	1.477e-6	1.53e-5
AC233968.1	ENSG00000274615	Poly	1057.2	2.2	1.5e-6	1.534e-5
ACOX3	ENSG00000087008	Poly	373	-1.2	1.035e-6	1.548e-5
AL591895.1	ENSG00000242861	Poly	27.7	2.7	4.287e-7	1.553e-5
CYB5D1	ENSG00000182224	Poly	455.3	1.6	9.887e-7	1.556e-5
PAPPA	ENSG00000182752	Poly	778.3	-3.8	1.527e-6	1.557e-5
STX11	ENSG00000135604	Poly	328.9	2.3	1.225e-6	1.564e-5
TPM1	ENSG00000140416	Poly	3521.3	1.3	1.548e-6	1.595e-5
CA3	ENSG00000164879	Poly	146.8	3.3	1.071e-6	1.595e-5
SEC14L6	ENSG00000214491	Poly	17.6	5.5	7.099e-7	1.641e-5
SPDYC	ENSG00000204710	Poly	34.2	3	5.793e-7	1.67e-5
GNAI1	ENSG00000127955	Poly	655.8	-2.4	1.656e-6	1.679e-5
FBXL12	ENSG00000127452	Poly	507.1	-1.5	1.33e-6	1.69e-5
ISCA1P1	ENSG00000217416	Poly	1455	1.9	1.675e-6	1.716e-5
JKAMP	ENSG00000050130	Poly	1000.5	1	1.679e-6	1.72e-5
MGMT	ENSG00000170430	Poly	562.4	-3	1.237e-6	1.724e-5
ZNF346	ENSG00000113761	Poly	1949.8	0.9	1.688e-6	1.75e-5
SERBP1P5	ENSG00000249565	Poly	61.2	2.5	4.933e-7	1.766e-5
ARMC10	ENSG00000170632	Poly	1442.7	0.7	1.758e-6	1.772e-5
NDUFS2	ENSG00000158864	Poly	3788.1	0.9	1.746e-6	1.78e-5
AC139769.1	ENSG00000233836	Poly	75.7	-4.4	7.564e-7	1.788e-5
PDLIM1	ENSG00000107438	Poly	1204.1	-2.7	1.796e-6	1.806e-5
PGAP3	ENSG00000161395	Poly	413.8	-1.3	1.448e-6	1.825e-5
NOMO2	ENSG00000185164	Poly	4504.5	1.1	1.752e-6	1.831e-5
AHSA1	ENSG00000100591	Poly	5243.6	0.9	1.757e-6	1.835e-5
TP53BP2	ENSG00000143514	Poly	4608.3	-0.8	1.866e-6	1.893e-5
FDFT1	ENSG00000079459	Poly	12495.6	1.3	1.9e-6	1.926e-5
AC239809.3	ENSG00000227733	Poly	26.4	3.1	7.131e-7	1.927e-5
L2HGDH	ENSG00000087299	Poly	727.2	-1.2	1.929e-6	1.928e-5
AC005906.1	ENSG00000255996	Poly	11.7	-21.7	7.239e-7	1.953e-5
SEC11A	ENSG00000140612	Poly	2566.7	-0.7	2.461e-6	1.957e-5
GIGYF2	ENSG00000204120	Poly	6236.1	1.1	1.939e-6	1.957e-5
RB1CC1	ENSG00000023287	Poly	24935	1.4	1.907e-6	1.979e-5
BLOC1S1	ENSG00000135441	Poly	2895.4	0.9	1.965e-6	1.98e-5
PITHD1	ENSG00000057757	Poly	14654.4	1.4	1.917e-6	1.986e-5
TXNRD1	ENSG00000198431	Poly	6926	0.5	1.977e-6	1.989e-5
LNX2	ENSG00000139517	Poly	6534.6	1.4	2.005e-6	2.016e-5
CABLES2	ENSG00000149679	Poly	763.4	-1.1	2.016e-6	2.025e-5
STAG1	ENSG00000118007	Poly	2069.5	-1.1	2.077e-6	2.085e-5
SOX12	ENSG00000177732	Poly	1028.3	-1.8	2.104e-6	2.11e-5
AHCY	ENSG00000101444	Poly	7013	-0.9	2.12e-6	2.123e-5
CMPK1	ENSG00000162368	Poly	6112.8	1	2.171e-6	2.123e-5
SLC41A3	ENSG00000114544	Poly	838.6	-1.1	2.151e-6	2.125e-5
LSM4	ENSG00000130520	Poly	2868	-1.2	2.134e-6	2.132e-5
FAM83H	ENSG00000180921	Poly	165.7	-2.5	1.418e-6	2.132e-5
SLC29A3	ENSG00000198246	Poly	196.3	1.5	1.48e-6	2.136e-5
DAAM1	ENSG00000100592	Poly	3876	1.2	2.144e-6	2.137e-5
SLC39A3	ENSG00000141873	Poly	3776.2	-1.5	2.085e-6	2.137e-5
IFI27	ENSG00000165949	Poly	1815.5	2.7	2.16e-6	2.15e-5
DNAJB6	ENSG00000105993	Poly	8283.8	1.1	2.176e-6	2.164e-5
ACAP1	ENSG00000072818	Poly	2238	1.4	2.181e-6	2.166e-5
VASH1-AS1	ENSG00000258301	Poly	244.5	2.1	1.508e-6	2.166e-5
BET1L	ENSG00000177951	Poly	1734.8	-1	2.784e-6	2.176e-5
DICER1	ENSG00000100697	Poly	2239	-1.5	2.215e-6	2.195e-5
ARSK	ENSG00000164291	Poly	170	-1.4	1.627e-6	2.195e-5
TPP1	ENSG00000166340	Poly	18419.8	1	2.218e-6	2.195e-5
AC090607.4	ENSG00000272418	Poly	370.8	2.1	1.54e-6	2.202e-5
SLC18B1	ENSG00000146409	Poly	2116.4	1.2	2.855e-6	2.221e-5
ZNF471	ENSG00000196263	Poly	73	-2.3	1e-6	2.221e-5
CYTL1	ENSG00000170891	Poly	1312.4	-2.6	2.281e-6	2.223e-5
P3H1	ENSG00000117385	Poly	1362.1	-1.1	2.282e-6	2.249e-5
PPID	ENSG00000171497	Poly	1463	0.8	2.253e-6	2.25e-5
MMADHC	ENSG00000168288	Poly	6985.4	1.1	2.307e-6	2.27e-5
YWHAG	ENSG00000170027	Poly	10509.1	0.6	2.31e-6	2.272e-5
TRIM5	ENSG00000132256	Poly	1527.6	0.8	2.322e-6	2.281e-5
CCNYL1	ENSG00000163249	Poly	746.7	0.9	2.332e-6	2.289e-5
TANGO6	ENSG00000103047	Poly	707.6	0.9	2.394e-6	2.32e-5
SPOP	ENSG00000121067	Poly	3434.2	0.5	2.367e-6	2.32e-5
RAB7A	ENSG00000075785	Poly	11359	0.8	2.439e-6	2.334e-5
CBWD2	ENSG00000136682	Poly	805.6	1.4	2.385e-6	2.334e-5
POLR1D	ENSG00000186184	Poly	11061	1.2	2.389e-6	2.336e-5
BICRA	ENSG00000063169	Poly	426.6	-1.5	1.755e-6	2.337e-5
HACL1	ENSG00000131373	Poly	783.9	0.8	2.424e-6	2.337e-5
STX6	ENSG00000135823	Poly	2411.9	0.8	3.047e-6	2.341e-5
DFFA	ENSG00000160049	Poly	1632.1	0.8	2.391e-6	2.364e-5
PLEKHJ1	ENSG00000104886	Poly	1519.9	-1.3	2.506e-6	2.41e-5
MSH6	ENSG00000116062	Poly	5111	-1	2.487e-6	2.421e-5
RPLP2	ENSG00000177600	Poly	28419.2	-1.1	2.493e-6	2.423e-5
ZBTB40	ENSG00000184677	Poly	1885.3	0.9	2.459e-6	2.423e-5
AGFG1	ENSG00000173744	Poly	6681.9	-0.8	2.569e-6	2.436e-5
CFDP1	ENSG00000153774	Poly	2038.7	1	2.565e-6	2.488e-5
PABPC1L	ENSG00000101104	Poly	346.5	-2.6	1.778e-6	2.49e-5
DZIP3	ENSG00000198919	Poly	495.9	1.1	2.074e-6	2.49e-5
TOGARAM1	ENSG00000198718	Poly	1042.6	0.9	2.621e-6	2.505e-5
PINX1	ENSG00000254093	Poly	374.3	1.1	2.094e-6	2.508e-5
QDPR	ENSG00000151552	Poly	733.3	1.5	2.604e-6	2.516e-5
ITGAV	ENSG00000138448	Poly	355.1	-2.1	1.716e-6	2.525e-5
BCL2L12	ENSG00000126453	Poly	1038.4	-1	2.657e-6	2.563e-5
MKLN1	ENSG00000128585	Poly	4068.5	0.8	2.679e-6	2.583e-5
RTEL1	ENSG00000258366	Poly	925.9	-1.2	2.703e-6	2.603e-5
WWC2	ENSG00000151718	Poly	744.8	-1.5	2.725e-6	2.622e-5
DPY19L4	ENSG00000156162	Poly	451.1	-1.5	1.796e-6	2.633e-5
NDUFB2	ENSG00000090266	Poly	1070	1.3	2.778e-6	2.67e-5
DUSP11	ENSG00000144048	Poly	713	1	2.786e-6	2.675e-5
MRS2	ENSG00000124532	Poly	1002.5	1	2.796e-6	2.68e-5
GOLGA4	ENSG00000144674	Poly	6561.2	1	2.718e-6	2.68e-5
TNFRSF1A	ENSG00000067182	Poly	1105.7	-1.7	2.801e-6	2.72e-5
CBFA2T2	ENSG00000078699	Poly	4745.7	1.8	2.885e-6	2.761e-5
DCTN2	ENSG00000175203	Poly	5291.4	-0.9	2.81e-6	2.764e-5
RIMS3	ENSG00000117016	Poly	588.5	-2	2.944e-6	2.778e-5
CYB5R1	ENSG00000159348	Poly	2645.6	0.8	2.913e-6	2.782e-5
TTC39B	ENSG00000155158	Poly	218.2	-1.9	2.369e-6	2.799e-5
USP38	ENSG00000170185	Poly	7150.7	1.2	3.02e-6	2.813e-5
MROH1	ENSG00000179832	Poly	596.5	-1.5	2.962e-6	2.822e-5
POFUT1	ENSG00000101346	Poly	2422	-0.9	2.924e-6	2.822e-5
TP53RK	ENSG00000172315	Poly	1262.5	0.8	3.006e-6	2.824e-5
CNOT3	ENSG00000088038	Poly	2471.3	-0.7	2.944e-6	2.838e-5
CELSR2	ENSG00000143126	Poly	285.8	-1.8	2.415e-6	2.841e-5
TRPT1	ENSG00000149743	Poly	324.2	-1.4	2.4549999999999998e-06	2.883e-5
PYGO2	ENSG00000163348	Poly	2114.6	-0.8	3.041e-6	2.883e-5
INPP1	ENSG00000151689	Poly	118.8	-2.4	1.327e-6	2.915e-5
SLC12A4	ENSG00000124067	Poly	1884.5	-1.3	3.102e-6	2.936e-5
MYO19	ENSG00000278259	Poly	2367.9	-1.1	3.961e-6	2.951e-5
CUL4A	ENSG00000139842	Poly	8691.9	0.7	3.061e-6	2.976e-5
PLEK	ENSG00000115956	Poly	2207.4	-2.4	3.152e-6	2.976e-5
ST13P4	ENSG00000232150	Poly	63.5	2.8	1.186e-6	2.985e-5
AASDH	ENSG00000157426	Poly	622.2	0.9	3.209e-6	2.989e-5
ICAM2	ENSG00000108622	Poly	1023.1	1.6	3.133e-6	2.994e-5
NOA1	ENSG00000084092	Poly	1487.1	-1	3.153e-6	3.01e-5
CHST1	ENSG00000175264	Poly	20.3	7.1	1.204e-6	3.021e-5
TSEN34	ENSG00000170892	Poly	820.9	-1.1	3.215e-6	3.022e-5
MEF2A	ENSG00000068305	Poly	2374.5	-0.9	3.226e-6	3.03e-5
LSM1	ENSG00000175324	Poly	1719.2	0.9	3.266e-6	3.065e-5
FBXO30	ENSG00000118496	Poly	33987.6	1.6	3.295e-6	3.09e-5
SIK3	ENSG00000160584	Poly	13633	1.1	3.304e-6	3.096e-5
HACD1	ENSG00000165996	Poly	631.7	1.3	3.361e-6	3.109e-5
TAC3	ENSG00000166863	Poly	14.9	4.1	1.249e-6	3.118e-5
SOSTDC1	ENSG00000171243	Poly	16.8	5.7	9.54e-7	3.124e-5
PARP14	ENSG00000173193	Poly	2628.5	-0.7	3.296e-6	3.124e-5
RPL23AP7	ENSG00000240356	Poly	217.1	1.2	2.362e-6	3.189e-5
COPA	ENSG00000122218	Poly	9963	0.7	3.421e-6	3.191e-5
MAP3K21	ENSG00000143674	Poly	136.3	3.4	1.486e-6	3.213e-5
MYLIP	ENSG00000007944	Poly	2905.3	1.6	2.795e-6	3.251e-5
TCEA1	ENSG00000187735	Poly	19948.4	-1.1	3.496e-6	3.253e-5
AIP	ENSG00000110711	Poly	1162.9	-1.3	3.505e-6	3.259e-5
CCNJ	ENSG00000107443	Poly	475	-1.6	2.465e-6	3.312e-5
RNF38	ENSG00000137075	Poly	2754.2	0.8	2.896e-6	3.356e-5
FAM83A-AS1	ENSG00000204949	Poly	131.3	-3.3	1.289e-6	3.356e-5
IGFLR1	ENSG00000126246	Poly	275.6	-1.3	2.418e-6	3.414e-5
BPGM	ENSG00000172331	Poly	51781.6	1.6	3.771e-6	3.414e-5
STARD3NL	ENSG00000010270	Poly	1206.9	1	3.662e-6	3.438e-5
FBXW4	ENSG00000107829	Poly	1616.2	0.9	3.777e-6	3.494e-5
NFU1	ENSG00000169599	Poly	713.1	-1	3.75e-6	3.515e-5
FBLN2	ENSG00000163520	Poly	449.5	-5.4	3.097e-6	3.543e-5
DNAJC1	ENSG00000136770	Poly	1075.5	-1.4	3.85e-6	3.553e-5
BET1	ENSG00000105829	Poly	510.4	1	2.684e-6	3.58e-5
DNAJC8	ENSG00000126698	Poly	6758	0.6	3.784e-6	3.587e-5
COL15A1	ENSG00000204291	Poly	47.1	-4	1.7e-6	3.631e-5
KIAA1522	ENSG00000162522	Poly	745.3	1.7	3.972e-6	3.654e-5
